P152;0.015834;0.96483;0.35983;0.31319;1.0
P153;0.50364;0.2247;0.80853;0.85462;2.0
P154;0.94915;0.88482;0.56625;0.79315;3.0
P155;0.93244;0.94683;0.78208;0.62374;3.0
P156;0.053707;0.18717;0.48781;0.55212;2.0
P157;0.91455;0.6209;0.44157;0.23643;2.0
P158;0.50375;0.86257;0.33795;0.23723;2.0
P159;0.19154;0.30881;0.054782;0.30579;3.0
P160;0.61883;0.17198;0.69234;0.22364;3.0
P161;0.87532;0.72414;0.017722;0.16094;3.0
P162;0.41988;0.58611;0.42142;0.89046;2.0
P163;0.93043;0.45627;0.88138;0.77615;1.0
P164;0.53036;0.45382;0.0014805;0.87944;2.0
P165;0.8444;0.11831;0.5007;0.8005;2.0
P166;0.76051;0.00055745;0.7548;0.083407;3.0
P167;0.64895;0.90423;0.67551;0.163;1.0
P168;0.92929;0.15882;0.1811;0.026172;1.0
P169;0.69858;0.84608;0.99602;0.32241;1.0
P170;0.22831;0.47669;0.89146;0.2047;2.0
P171;0.70341;0.31606;0.69599;0.5274;2.0
P172;0.23803;0.12667;0.10201;0.033912;3.0
P173;0.54034;0.67243;0.87168;0.15756;2.0
P174;0.37726;0.91511;0.90835;0.60388;1.0
P175;0.63288;0.34244;0.90608;0.57921;2.0
P176;0.9876;0.2041;0.56714;0.54035;2.0
P177;0.77693;0.57463;0.40824;0.95621;1.0
P178;0.71688;0.54227;0.10064;0.63089;2.0
P179;0.84262;0.37737;0.54388;0.60011;2.0
P180;0.26191;0.08618;0.44019;0.047951;3.0
P181;0.46128;0.41929;0.63055;0.22566;2.0
P182;0.36292;0.64129;0.21449;0.35826;2.0
P183;0.61699;0.12599;0.63981;0.73594;1.0
P184;0.30945;0.68353;0.96842;0.52798;2.0
P185;0.63266;0.8314;0.69721;0.70963;3.0
P186;0.77905;0.85501;0.88416;0.49564;2.0
P187;0.88804;0.60105;0.92684;0.79407;3.0
P188;0.67884;0.80317;0.94526;0.20674;1.0
P189;0.2144;0.72513;0.51788;0.94185;2.0
P190;0.19674;0.70118;0.17818;0.65639;3.0
P191;0.41061;0.93835;0.82197;0.24335;3.0
P192;0.76698;0.18886;0.048909;0.27948;1.0
P193;0.7867;0.90415;0.12916;0.094481;3.0
P194;0.5996;0.92345;0.93192;0.68035;3.0
P195;0.16006;0.72475;0.28091;0.93105;3.0
P196;0.18761;0.37409;0.9441;0.57284;3.0
P197;0.85913;0.70218;0.68434;0.91074;3.0
P198;0.5153;0.18334;0.67415;0.63792;2.0
P199;0.46899;0.94007;0.3767;0.97212;3.0
P200;0.0052759;0.22762;0.8681;0.63735;3.0
P201;0.7576;0.60143;0.55854;0.80082;2.0
P202;0.51368;0.026628;0.30337;0.87936;3.0
P203;0.4419;0.7808;0.84924;0.95679;1.0
P204;0.97445;0.29903;0.78456;0.31058;3.0
P205;0.35033;0.35433;0.97063;0.60443;3.0
P206;0.1977;0.15086;0.97825;0.27423;1.0
P207;0.47859;0.44649;0.60327;0.073043;2.0
P208;0.88889;0.84888;0.014928;0.14524;3.0
P209;0.55983;0.90214;0.25693;0.32552;2.0
P210;0.24912;0.42371;0.31005;0.55212;2.0
P211;0.26496;0.27183;0.22729;0.17766;3.0
P212;0.56338;0.70506;0.72256;0.55591;2.0
P213;0.79316;0.67863;0.64914;0.66467;3.0
P214;0.021178;0.77767;0.92958;0.54376;1.0
P215;0.73692;0.39556;0.544;0.87804;2.0
P216;0.40114;0.025114;0.44185;0.08105;3.0
P217;0.71007;0.95953;0.64023;0.027187;1.0
P218;0.6411;0.47289;0.22018;0.65719;2.0
P219;0.64779;0.8848;0.049502;0.17062;3.0
P220;0.95873;0.86751;0.21045;0.48642;2.0
P221;0.51567;0.8614;0.86419;0.58726;2.0
P222;0.012846;0.37892;0.11084;0.31401;3.0
P223;0.82859;0.3759;0.96497;0.3582;3.0
P224;0.62654;0.61555;0.40366;0.97287;2.0
P225;0.60839;0.66327;0.18237;0.11553;3.0
P226;0.706;0.29423;0.56284;0.8954;1.0
P227;0.53506;0.10347;0.41236;0.8445;3.0
P228;0.06114;0.02107;0.78841;0.12158;1.0
P229;0.55562;0.14859;0.077033;0.15214;1.0
P230;0.066898;0.33268;0.027241;0.75232;1.0
P231;0.75199;0.033805;0.84185;0.17673;3.0
P232;0.035388;0.73273;0.12068;0.59635;3.0
P233;0.95862;0.44315;0.95265;0.45936;2.0
P234;0.37381;0.40433;0.61217;0.78039;2.0
P235;0.99679;0.092396;0.26351;0.7679;3.0
P236;0.75873;0.8295;0.69648;0.55994;3.0
P237;0.083353;0.92716;0.52642;0.86976;1.0
P238;0.51274;0.82275;0.62898;0.22118;2.0
P239;0.86694;0.1176;0.62064;0.80955;1.0
P240;0.65934;0.1702;0.72012;0.14423;3.0
P241;0.068854;0.79445;0.045182;0.57476;3.0
P242;0.92514;0.37921;0.80583;0.38376;3.0
P243;0.039355;0.89238;0.39445;0.6506;3.0
P244;0.99072;0.62841;0.16501;0.54716;1.0
P245;0.69963;0.24722;0.89729;0.38291;3.0
P246;0.86198;0.8186;0.89234;0.15275;1.0
P247;0.16836;0.54753;0.84507;0.22683;3.0
P248;0.69051;0.20264;0.59701;0.31477;2.0
P249;0.84848;0.86478;0.41774;0.10888;3.0
P250;0.22952;0.22225;0.55704;0.3495;1.0
P251;0.1249;0.6012;0.54389;0.37341;2.0
P252;0.051182;0.24642;0.71848;0.28792;1.0
P253;0.63952;0.90302;0.37279;0.93716;1.0
P254;0.078212;0.63706;0.24019;0.98307;3.0
P255;0.7707;0.14444;0.66881;0.91483;1.0
P256;0.55713;0.23388;0.036679;0.26587;1.0
P257;0.094064;0.7852;0.38558;0.069864;1.0
P258;0.72846;0.87097;0.78306;0.33639;1.0
P259;0.42011;0.55385;0.34348;0.88438;2.0
P260;0.67085;0.89778;0.56602;0.0081197;1.0
P261;0.80668;0.94833;0.31826;0.14736;3.0
P262;0.88978;0.2993;0.99308;0.28848;3.0
P263;0.66822;0.4995;0.027324;0.13265;2.0
P264;0.82896;0.39367;0.27254;0.041011;1.0
P265;0.96801;0.94905;0.50234;0.90215;2.0
P266;0.74957;0.93961;0.36967;0.96499;1.0
P267;0.58115;0.73354;0.22194;0.42429;3.0
P268;0.95247;0.35027;0.38638;0.15436;1.0
P269;0.21483;0.3386;0.80427;0.98942;3.0
P270;0.20599;0.78895;0.78463;0.69859;1.0
P271;0.98537;0.79438;0.65541;0.68423;3.0
P272;0.51645;0.3516;0.35743;0.3964;2.0
P273;0.23819;0.33424;0.33902;0.99088;1.0
P274;0.38622;0.40546;0.0527;0.90994;1.0
P275;0.21283;0.55954;0.86286;0.14613;3.0
P276;0.29839;0.70144;0.073851;0.43419;2.0
P277;0.68805;0.82687;0.6846;0.4075;2.0
P278;0.62262;0.46717;0.57359;0.93962;2.0
P279;0.10355;0.181;0.43095;0.39375;3.0
P280;0.28605;0.97368;0.48619;0.79885;2.0
P281;0.60136;0.2527;0.67853;0.0026891;3.0
P282;0.86849;0.46606;0.20321;0.52118;2.0
P283;0.81569;0.035329;0.36828;0.71139;3.0
P284;0.37492;0.13362;0.75989;0.2222;1.0
P285;0.48297;0.080918;0.105;0.28874;2.0
P286;0.77782;0.78482;0.63913;0.80356;3.0
P287;0.21899;0.18006;0.75556;0.89439;3.0
P288;0.15517;0.32599;0.6462;0.81161;3.0
P289;0.2469;0.29547;0.66842;0.65858;3.0
P290;0.97716;0.10332;0.59229;0.98724;1.0
P291;0.54076;0.94228;0.74032;0.67325;3.0
P292;0.66465;0.20651;0.46408;0.20228;2.0
P293;0.67308;0.43115;0.14358;0.14457;1.0
P294;0.61363;0.050459;0.31872;0.20123;1.0
P295;0.066637;0.67579;0.84785;0.099111;3.0
P296;0.46091;0.11066;0.65782;0.62332;2.0
P297;0.35101;0.43399;0.38896;0.67961;2.0
P298;0.60522;0.83475;0.91701;0.31984;1.0
P299;0.61216;0.09678;0.5276;0.18231;2.0
P300;0.30422;0.78442;0.15891;0.91322;3.0
P301;0.83908;0.40223;0.69301;0.11641;3.0
P302;0.17286;0.64556;0.78341;0.97474;1.0
P303;0.0055198;0.61071;0.84645;0.20677;3.0
P304;0.21699;0.014461;0.45729;0.91638;1.0
P305;0.53489;0.58536;0.08896;0.66908;2.0
P306;0.34247;0.42141;0.13562;0.22453;3.0
P307;0.16574;0.035341;0.57132;0.15113;1.0
P308;0.61183;0.65926;0.62354;0.71745;2.0
P309;0.28487;0.77867;0.69715;0.098317;3.0
P310;0.30232;0.1765;0.41573;0.56049;2.0
P311;0.50072;0.92009;0.13873;0.52621;2.0
P312;0.52869;0.32646;0.3101;0.21912;2.0
P313;0.014161;0.28218;0.71236;0.66698;3.0
P314;0.11809;0.70203;0.21245;0.45215;1.0
P315;0.13915;0.93884;0.7338;0.49037;3.0
P316;0.76209;0.83015;0.38934;0.46776;3.0
P317;0.20697;0.455;0.021103;0.77387;1.0
P318;0.50351;0.40558;0.65083;0.36262;2.0
P319;0.23375;0.98876;0.63436;0.71539;1.0
P320;0.66213;0.27886;0.71843;0.15733;3.0
P321;0.64181;0.29995;0.80162;0.49859;2.0
P322;0.84967;0.43387;0.68087;0.1966;3.0
P323;0.8739;0.43982;0.27699;0.18312;1.0
P324;0.94683;0.47928;0.65446;0.67719;2.0
P325;0.80856;0.18956;0.76478;0.89707;1.0
P326;0.076708;0.49738;0.29198;0.60226;2.0
P327;0.30001;0.87723;0.81849;0.25987;3.0
P328;0.10523;0.18925;0.077722;0.58242;1.0
P329;0.70291;0.0064281;0.90888;0.47696;2.0
P330;0.4527;0.2163;0.99767;0.86832;3.0
P331;0.34961;0.54284;0.4188;0.67578;2.0
P332;0.80535;0.52907;0.26591;0.60743;2.0
P333;0.057274;0.75402;0.25996;0.88023;3.0
P334;0.18828;0.64457;0.34011;0.80573;3.0
P335;0.27955;0.68248;0.78858;0.59903;1.0
P336;0.75305;0.71194;0.63652;0.18507;1.0
P337;0.40669;0.47992;0.74723;0.93174;2.0
P338;0.31839;0.28398;0.90319;0.65978;3.0
P339;0.43858;0.11821;0.99997;0.69407;3.0
P340;0.35036;0.53566;0.97721;0.80417;1.0
P341;0.4608;0.54712;0.47598;0.37967;2.0
P342;0.4122;0.82268;0.47773;0.24986;2.0
P343;0.94712;0.69185;0.068609;0.3285;3.0
P344;0.94789;0.70809;0.30473;0.97822;1.0
P345;0.46044;0.1835;0.9231;0.24526;1.0
P346;0.37018;0.3215;0.68617;0.39273;2.0
P347;0.33673;0.16178;0.28638;0.026477;3.0
P348;0.48844;0.74187;0.4339;0.77545;2.0
P349;0.85153;0.56672;0.36741;0.44443;2.0
P350;0.068146;0.74459;0.50026;0.11691;2.0
P351;0.52624;0.28777;0.15761;0.99708;3.0
P352;0.3288;0.094028;0.44758;0.67899;1.0
P353;0.3421;0.58196;0.91474;0.44211;3.0
P354;0.73101;0.085196;0.08877;0.15273;1.0
P355;0.83316;0.77498;0.37212;0.31132;3.0
P356;0.70776;0.71154;0.052508;0.53389;1.0
P357;0.15815;0.020961;0.82236;0.43154;1.0
P358;0.97682;0.20974;0.80505;0.89139;1.0
P359;0.5598;0.67739;0.84305;0.1524;1.0
P360;0.47215;0.45313;0.66203;0.50803;2.0
P361;0.39529;0.49322;0.96104;0.72532;2.0
P362;0.084356;0.35268;0.59784;0.72741;3.0
P363;0.27637;0.6119;0.87839;0.80677;1.0
P364;0.36697;0.45687;0.052432;0.69205;1.0
P365;0.79717;0.29488;0.023191;0.54205;3.0
P366;0.011825;0.83774;0.20523;0.13154;1.0
P367;0.22969;0.34772;0.57773;0.44555;2.0
P368;0.68707;0.97017;0.77126;0.49159;2.0
P369;0.036681;0.40247;0.87209;0.69886;3.0
P370;0.78635;0.5244;0.080858;0.5274;2.0
P371;0.66098;0.51036;0.85004;0.22583;2.0
P372;0.7551;0.5726;0.93043;0.47625;2.0
P373;0.51765;0.89341;0.53762;0.043581;2.0
P374;0.99033;0.3749;0.052655;0.8135;3.0
P375;0.17793;0.96801;0.8868;0.19982;3.0
P376;0.43703;0.35329;0.15985;0.52315;2.0
P377;0.63059;0.18394;0.79575;0.72839;1.0
P378;0.67361;0.56506;0.3073;0.058248;3.0
P379;0.9175;0.69337;0.65248;0.42103;2.0
P380;0.9076;0.51962;0.87429;0.079583;1.0
P381;0.063821;0.70781;0.14538;0.51353;2.0
P382;0.63723;0.90565;0.86935;0.56599;3.0
P383;0.48109;0.87692;0.86228;0.29365;3.0
P384;0.28751;0.26761;0.74752;0.86858;3.0
P385;0.72154;0.92046;0.66751;0.73616;3.0
P386;0.50489;0.18937;0.93169;0.6634;2.0
P387;0.6773;0.23833;0.39304;0.96202;3.0
P388;0.80239;0.53843;0.44407;0.88788;2.0
P389;0.68333;0.13374;0.21739;0.92842;3.0
P390;0.11549;0.22731;0.79689;0.7127;3.0
P391;0.95764;0.25653;0.87003;0.083296;3.0
P392;0.33555;0.31739;0.72623;0.25439;1.0
P393;0.31829;0.13298;0.12906;0.34808;3.0
P394;0.66835;0.164;0.094574;0.89658;3.0
P395;0.14679;0.27122;0.093669;0.71891;1.0
P396;0.278;0.34523;0.19515;0.26091;3.0
P397;0.65942;0.20298;0.44247;0.12823;1.0
P398;0.54223;0.07152;0.31854;0.75917;3.0
P399;0.28409;0.87348;0.64422;0.8048;1.0
P400;0.9762;0.15187;0.74128;0.264;3.0
P401;0.57458;0.79429;0.3328;0.79999;1.0
P402;0.7272;0.94637;0.81716;0.42953;1.0
P403;0.87931;0.35143;0.25296;0.88815;3.0
P404;0.66208;0.058925;0.61368;0.77844;1.0
P405;0.5218;0.92139;0.85654;0.26485;2.0
P406;0.25477;0.77715;0.17906;0.20914;1.0
P407;0.67368;0.24919;0.50453;0.37598;2.0
P408;0.8591;0.5317;0.71151;0.79923;3.0
P409;0.47253;0.073598;0.23082;0.24286;2.0
P410;0.91253;0.85159;0.80789;0.77887;3.0
P411;0.062496;0.75132;0.5789;0.27881;3.0
P412;0.48756;0.17641;0.97846;0.51783;2.0
P413;0.91507;0.82621;0.88833;0.26396;1.0
P414;0.48982;0.033693;0.76385;0.61879;2.0
P415;0.4843;0.017944;0.88326;0.4159;2.0
P416;0.27413;0.71489;0.32617;0.31845;1.0
P417;0.091088;0.92436;0.72313;0.30051;3.0
P418;0.66594;0.55488;0.46319;0.46332;2.0
P419;0.12556;0.82884;0.73997;0.82237;1.0
P420;0.10881;0.35681;0.56125;0.44931;2.0
P421;0.4429;0.30678;0.41157;0.95774;2.0
P422;0.55311;0.67383;0.060425;0.44844;2.0
P423;0.96254;0.056167;0.50038;0.06919;2.0
P424;0.57151;0.32681;0.51568;0.19114;2.0
P425;0.07589;0.88328;0.51755;0.55716;2.0
P426;0.36247;0.41109;0.50629;0.94709;2.0
P427;0.019482;0.50217;0.42233;0.61503;2.0
P428;0.46391;0.35724;0.65497;0.81371;2.0
P429;0.9559;0.98884;0.72088;0.56458;3.0
P430;0.97757;0.46489;0.66603;0.53784;2.0
P431;0.14297;0.94682;0.49363;0.0090116;2.0
P432;0.27279;0.10023;0.096119;0.28877;3.0
P433;0.97088;0.31957;0.81;0.65497;1.0
P434;0.77192;0.39433;0.39544;0.87181;3.0
P435;0.60585;0.83857;0.3721;0.71292;1.0
P436;0.84238;0.16026;0.31483;0.73404;3.0
P437;0.67859;0.23317;0.4099;0.75385;3.0
P438;0.92351;0.16383;0.51537;0.062609;3.0
P439;0.97473;0.56859;0.28274;0.77843;1.0
P440;0.058077;0.15285;0.47488;0.016632;3.0
P441;0.026379;0.67063;0.028603;0.34949;1.0
P442;0.70977;0.89663;0.13878;0.66789;1.0
P443;0.63997;0.67485;0.11884;0.58258;2.0
P444;0.46794;0.65795;0.511;0.79361;2.0
P445;0.55717;0.41406;0.93891;0.080122;3.0
P446;0.094344;0.65556;0.35668;0.075888;1.0
P447;0.8199;0.39803;0.9422;0.49937;2.0
P448;0.37473;0.58553;0.30462;0.17494;2.0
P449;0.91223;0.81176;0.22491;0.088348;3.0
P450;0.83939;0.68186;0.10881;0.21226;3.0
P451;0.5929;0.96845;0.60434;0.55238;2.0
P452;0.095933;0.29008;0.55553;0.088702;1.0
P453;0.23832;0.015749;0.60474;0.076123;1.0
P454;0.023298;0.41013;0.79268;0.9399;3.0
P455;0.15403;0.85722;0.020924;0.50809;2.0
P456;0.88045;0.98282;0.98873;0.98336;3.0
P457;0.11896;0.81617;0.086877;0.71913;3.0
P458;0.85994;0.18944;0.90048;0.71315;1.0
P459;0.86549;0.039731;0.2381;0.29392;1.0
P460;0.89546;0.60591;0.80926;0.94505;3.0
P461;0.011689;0.73054;0.61509;0.40574;3.0
P462;0.7961;0.048225;0.27921;0.099457;1.0
P463;0.18215;0.79222;0.65091;0.040228;3.0
P464;0.032305;0.39528;0.88688;0.39511;1.0
P465;0.16315;0.059785;0.38087;0.59786;1.0
P466;0.54818;0.62074;0.86858;0.011009;1.0
P467;0.7684;0.16519;0.9129;0.30045;3.0
P468;0.77951;0.32933;0.91111;0.34749;3.0
P469;0.34907;0.26994;0.88049;0.68819;3.0
P470;0.70825;0.54109;0.21597;0.33679;2.0
P471;0.33062;0.85373;0.014207;0.12683;1.0
P472;0.61606;0.43221;0.092013;0.53303;2.0
P473;0.45889;0.57802;0.71936;0.90425;2.0
P474;0.21912;0.13648;0.30838;0.28273;3.0
P475;0.43206;0.58154;0.21307;0.52761;2.0
P476;0.63937;0.6712;0.11714;0.7948;1.0
P477;0.83113;0.83694;0.3633;0.30455;3.0
P478;0.70873;0.6344;0.33281;0.014585;3.0
P479;0.17977;0.21182;0.60879;0.74497;3.0
P480;0.5799;0.9067;0.010912;0.28481;3.0
P481;0.7779;0.40515;0.088534;0.92799;3.0
P482;0.75905;0.88864;0.55498;0.0057853;1.0
P483;0.25062;0.57505;0.96815;0.47183;2.0
P484;0.34377;0.01671;0.76444;0.13773;1.0
P485;0.73073;0.5404;0.34855;0.28569;2.0
P486;0.28728;0.85265;0.918;0.53815;1.0
P487;0.44389;0.22258;0.94703;0.33751;1.0
P488;0.83983;0.63701;0.33232;0.8137;1.0
P489;0.98366;0.71248;0.25261;0.5233;2.0
P490;0.61455;0.33373;0.44869;0.18611;2.0
P491;0.17655;0.050785;0.74019;0.88045;3.0
P492;0.064096;0.45934;0.097148;0.055614;3.0
P493;0.6857;0.86561;0.78191;0.5375;3.0
P494;0.22993;0.77586;0.27068;0.63147;3.0
P495;0.66451;0.34202;0.12861;0.88048;3.0
P496;0.84422;0.7482;0.94915;0.75416;3.0
P497;0.73505;0.62479;0.81869;0.37399;1.0
P498;0.8995;0.72809;0.12651;0.84688;1.0
P499;0.24424;0.67012;0.73112;0.49355;2.0
P500;0.88362;0.48518;0.23911;0.13189;2.0
P501;0.04563;0.574;0.11163;0.46101;2.0
P502;0.4929;0.80039;0.23079;0.11533;2.0
P503;0.58043;0.44962;0.81744;0.28767;2.0
P504;0.94895;0.27602;0.19699;0.40515;1.0
P505;0.63165;0.72584;0.87828;0.070085;1.0
P506;0.47253;0.39708;0.76035;0.39072;2.0
P507;0.12159;0.38884;0.87532;0.76494;3.0
P508;0.27971;0.60593;0.026959;0.93484;3.0
P509;0.76921;0.018593;0.23735;0.93872;3.0
P510;0.7508;0.69082;0.41012;0.31011;3.0
P511;0.018085;0.464;0.41155;0.64769;2.0
P512;0.84846;0.7691;0.23758;0.91917;1.0
P513;0.90235;0.33495;0.87596;0.64607;1.0
P514;0.67604;0.16208;0.089086;0.18345;1.0
P515;0.040598;0.58471;0.66584;0.85;1.0
P516;0.49542;0.2466;0.24757;0.97837;2.0
